2024-11-26 11:38:54-log: Cannot access game frame or container.
2024-11-26 11:38:56-debug: asset-db:require-engine-code (2760ms)
2024-11-26 11:38:56-log: meshopt wasm decoder initialized
2024-11-26 11:38:56-log: [box2d]:box2d wasm lib loaded.
2024-11-26 11:38:56-log: [bullet]:bullet wasm lib loaded.
2024-11-26 11:38:57-log: Cocos Creator v3.8.4
2024-11-26 11:38:57-debug: [Assets Memory track]: asset-db-plugin-register: programming start:83.04MB, end 90.66MB, increase: 7.62MB
2024-11-26 11:38:58-debug: [Assets Memory track]: asset-db-plugin-register: builder start:83.84MB, end 205.68MB, increase: 121.84MB
2024-11-26 11:38:58-debug: [Assets Memory track]: asset-db-plugin-register: engine-extends start:205.87MB, end 208.38MB, increase: 2.51MB
2024-11-26 11:38:58-debug: [Assets Memory track]: asset-db-plugin-register: project start:82.93MB, end 208.45MB, increase: 125.52MB
2024-11-26 11:38:58-debug: [Assets Memory track]: asset-db:worker-init: initPlugin start:82.29MB, end 208.48MB, increase: 126.19MB
2024-11-26 11:38:57-log: Forward render pipeline initialized.
2024-11-26 11:38:57-log: Using legacy pipeline
2024-11-26 11:38:57-debug: [Assets Memory track]: asset-db:worker-init: initEngine start:30.86MB, end 82.27MB, increase: 51.42MB
2024-11-26 11:38:58-debug: asset-db:worker-init: initPlugin (1705ms)
2024-11-26 11:38:58-debug: [Assets Memory track]: asset-db:worker-init start:30.85MB, end 205.05MB, increase: 174.20MB
2024-11-26 11:38:58-debug: Run asset db hook programming:beforePreStart ...
2024-11-26 11:38:58-debug: Run asset db hook programming:beforePreStart success!
2024-11-26 11:38:58-debug: Run asset db hook engine-extends:beforePreStart ...
2024-11-26 11:38:58-debug: Run asset db hook engine-extends:beforePreStart success!
2024-11-26 11:38:58-debug: %cImport%c: /Applications/Cocos/Creator/3.8.4/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunksbackground: #aaff85; color: #000;color: #000;
2024-11-26 11:38:58-debug: %cImport%c: /Applications/Cocos/Creator/3.8.4/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default-terrainbackground: #aaff85; color: #000;color: #000;
2024-11-26 11:38:58-debug: %cImport%c: /Applications/Cocos/Creator/3.8.4/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_cubemapbackground: #aaff85; color: #000;color: #000;
2024-11-26 11:38:58-debug: %cImport%c: /Applications/Cocos/Creator/3.8.4/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_file_contentbackground: #aaff85; color: #000;color: #000;
2024-11-26 11:38:58-debug: %cImport%c: /Applications/Cocos/Creator/3.8.4/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_fontsbackground: #aaff85; color: #000;color: #000;
2024-11-26 11:38:58-debug: %cImport%c: /Applications/Cocos/Creator/3.8.4/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_materialsbackground: #aaff85; color: #000;color: #000;
2024-11-26 11:38:58-debug: %cImport%c: /Applications/Cocos/Creator/3.8.4/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_skyboxbackground: #aaff85; color: #000;color: #000;
2024-11-26 11:38:58-debug: %cImport%c: /Applications/Cocos/Creator/3.8.4/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_renderpipelinebackground: #aaff85; color: #000;color: #000;
2024-11-26 11:38:58-debug: %cImport%c: /Applications/Cocos/Creator/3.8.4/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_uibackground: #aaff85; color: #000;color: #000;
2024-11-26 11:38:58-debug: %cImport%c: /Applications/Cocos/Creator/3.8.4/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefabbackground: #aaff85; color: #000;color: #000;
2024-11-26 11:38:58-debug: %cImport%c: /Applications/Cocos/Creator/3.8.4/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/dependenciesbackground: #aaff85; color: #000;color: #000;
